# Ramp Start Table								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# Midnight
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  1am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  2am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  3am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  4am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  5am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  6am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  7am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  8am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  9am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# 10am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# 11am
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# Midday
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  1pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  2pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  3pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  4pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  5pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  6pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  7pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  8pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		#  9pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# 10pm
0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255	0, 0, 0, 255		# 11pm
# Ramp End Table								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# Midnight
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  1am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  2am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  3am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  4am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  5am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  6am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  7am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  8am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  9am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# 10am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# 11am
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# Midday
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  1pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  2pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  3pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  4pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  5pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  6pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  7pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  8pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		#  9pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# 10pm
255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255	255, 255, 255, 255		# 11pm
# Offset Table								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# Midnight
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  1am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  2am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  3am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  4am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  5am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  6am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  7am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  8am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  9am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# 10am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# 11am
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# Midday
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  1pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  2pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  3pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  4pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  5pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  6pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  7pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  8pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		#  9pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# 10pm
0.5	0.5	0.5	0.5	0.5	0.5	0.5		# 11pm
# Scale Table (the lentgh of the light band?)								
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS		
1	0.5	1.5	0.5	1.5	1.5	1.5		# Midnight
1	0.5	1.5	0.5	1.5	1.5	1.5		#  1am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  2am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  3am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  4am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  5am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  6am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  7am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  8am
1	0.5	1.5	0.5	1.5	1.5	1.5		#  9am
1	0.5	1.5	0.5	1.5	1.5	1.5		# 10am
1	0.5	1.5	0.5	1.5	1.5	1.5		# 11am
1	0.5	1.5	0.5	1.5	1.5	1.5		# Midday
1	0.5	1.5	0.5	1.5	1.5	1.5		#  1pm
1	0.5	1.5	0.5	1.5	1.5	1.5		#  2pm
1	0.5	1.5	0.5	1.5	1.5	1.5		#  3pm
1	0.5	1.5	0.5	1.5	1.5	1.5		#  4pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		#  5pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		#  6pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		#  7pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		#  8pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		#  9pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		# 10pm	
1	0.5	1.5	0.5	1.5	1.5	1.5		# 11pm	
# Scaling Table (how strong the overall effect is)									
# SUNNY	CLOUDY	RAINY,	FOGGY	EXTRASUNNY	HURRICANE	EXTRACOLOURS			time multiplier
1	0.3	0.5	0.1	1	1	1		# Midnight	0.5
1	0.3	0.5	0.1	1	1	1		#  1am	0.5
1	0.3	0.5	0.1	1	1	1		#  2am	0.5
1	0.3	0.5	0.1	1	1	1		#  3am	0.5
1	0.3	0.5	0.1	1	1	1		#  4am	0.5
1	0.3	0.5	0.1	1	1	1		#  5am	0.5
1	0.3	0.5	0.1	1	1	1		#  6am	0.5
1.2	0.36	0.6	0.12	1.2	1.2	1.2		#  7am	0.6
1.4	0.42	0.7	0.14	1.4	1.4	1.4		#  8am	0.7
1.6	0.48	0.8	0.16	1.6	1.6	1.6		#  9am	0.8
1.8	0.54	0.9	0.18	1.8	1.8	1.8		# 10am	0.9
2	0.6	1	0.2	2	2	2		# 11am	1
2	0.6	1	0.2	2	2	2		# Midday	tweaking value
2	0.6	1	0.2	2	2	2		#  1pm	1
2	0.6	1	0.2	2	2	2		#  2pm	1
2.2	0.66	1.1	0.22	2.2	2.2	2.2		#  3pm	1.1
2.2	0.66	1.1	0.22	2.2	2.2	2.2		#  4pm	1.1
2.4	0.72	1.2	0.24	2.4	2.4	2.4		#  5pm	1.2
2.4	0.72	1.2	0.24	2.4	2.4	2.4		#  6pm	1.2
2.2	0.66	1.1	0.22	2.2	2.2	2.2		#  7pm	1.1
2	0.6	1	0.2	2	2	2		#  8pm	1
1.6	0.48	0.8	0.16	1.6	1.6	1.6		#  9pm	0.8
1.2	0.36	0.6	0.12	1.2	1.2	1.2		# 10pm	0.6
1	0.3	0.5	0.1	1	1	1		# 11pm	0.5
